ID карты;Дата выдачи;Канал оформления;Тарифный план;Регион;Кредитный лимит;Дата первой покупки;Оборот за 30 дней;Оборот за 90 дней;Статус
CARD-101769;28.05.2025;сайт банка;Зарплатный;Центральный;200000,00;29.05.2025;67669.49;115138.92;активна
CARD-101388;08.05.2025;Мобильный банк;Кэшбэк-максимум;Центральный;150 000;24.05.2025;75 681;147025,04;Активна
CARD-102356;01.03.2025;мобильное приложение;Классический;Сибирский;150 000;22.06.2025;0,00;10359.23;Активна
CARD-100338;14.04.2025;Мобильное приложение;Зарплатный;Сибирский;75 000;20.04.2025;24 502;43541.98;Активна
CARD-101315;23.01.2025;Отделение;Классический;Центральный;100000.00;16.02.2025;16 171;35094,70;Активна
CARD-102269;03.03.2025;Партнёр;Зарплатный;Приволжский;150000,00;28.06.2025;0,00;24 671;активна
CARD-102347;2025-02-12;Офис банка;Премиальный;Северо-Западный;200000,00;25.02.2025;76662.20;230 201;Активна
CARD-100614;10.06.2025;Веб-сайт;Кэшбэк-максимум;Северо-Западный;150000,00;;0;0;Активна
CARD-101692;14.02.2025;Партнёр;Классический;Центральный;100 000;22.02.2025;22046,33;44 943;Активна
CARD-101445;28.03.2025;МП;Кэшбэк-максимум;Приволжский;100 000;2025-04-06;42397.65;106738,49;Закрыта
CARD-102139;2025-04-24;отделение;Зарплатный;Центральный;300000,00;28.04.2025;31 298;104 180;Активна
CARD-100803;2025-06-19;Веб-сайт;Классический;Северо-Западный;75000,00;22.06.2025;13153.89;30063,77;Активна
CARD-102142;09.02.2025;ОТДЕЛЕНИЕ;Классический;Центральный;200000.00;2025-03-10;19288,06;59883.74;Активна
CARD-101044;30.04.2025;Мобильный банк;Зарплатный;Южный;200 000;2025-05-18;29967.86;48965,77;Активна
CARD-101442;09.06.2025;Мобильный банк;Кэшбэк-максимум;Приволжский;75 000;;0;0;активна
CARD-100388;16.01.2025;Мобильное приложение;Классический;Сибирский;500000,00;21.01.2025;52 704;101224,84;Заблокирована
CARD-100970;22.06.2025;ОТДЕЛЕНИЕ;Премиальный;Приволжский;150000,00;н/д;0,00;0;Активна
CARD-102108;2025-04-21;Сайт банка;Кэшбэк-максимум;Приволжский;300000,00;;;0;Активна
CARD-102149;28.05.2025;ОТДЕЛЕНИЕ;Кэшбэк-максимум;Центральный;500000.00;06.06.2025;98 230;331 067;Активна
CARD-101331;21.04.2025;Партнёр;Зарплатный;Центральный;500 000;н/д;0,00;0;Активна
CARD-102268;07.03.2025;отделение;Классический;Северо-Западный;500 000;18.03.2025;115958,20;312356,95;Заблокирована
CARD-100927;10.05.2025;Сайт банка;Кэшбэк-максимум;Южный;50000.00;2025-06-14;;2 357;Активна
CARD-101589;2025-03-26;отделение;Кэшбэк-максимум;Приволжский;150000,00;;0;;Активна
CARD-102121;2025-02-26;Отделение;Зарплатный;Центральный;200000,00;24.03.2025;48513,82;138 387;Заблокирована
CARD-102246;03.03.2025;Веб-сайт;Зарплатный;Центральный;150 000;27.03.2025;16638.95;41763.50;Активна
CARD-101221;2025-02-07;Отделение;Премиальный;Центральный;300000,00;2025-02-24;49 451;148707.95;Активна
CARD-100714;08.03.2025;Партнёрская сеть;Кэшбэк-максимум;Центральный;200 000;;0;0,00;Активна
CARD-102329;2025-02-22;Сайт банка;Кэшбэк-максимум;Центральный;50 000;н/д;;0,00;Активна
CARD-101119;2025-07-16;Партнерская сеть;Премиальный;Сибирский;50 000;;;0,00;Заблокирована
CARD-100372;09.03.2025;ОТДЕЛЕНИЕ;Зарплатный;Приволжский;100000,00;2025-03-17;24 097;71 317;Активна
CARD-102205;29.05.2025;Партнёрская сеть;Классический;Центральный;75 000;14.06.2025;39747.59;121507,51;Активна
CARD-101024;08.04.2025;МП;Классический;Центральный;500 000;20.04.2025;116 363;230 782;активна
CARD-100871;24.07.2025;Мобильный банк;Зарплатный;Приволжский;75000,00;2025-09-19;;14 704;Активна
CARD-100002;30.01.2025;отделение;Классический;Приволжский;50000,00;22.02.2025;13 392;34 142;Активна
CARD-101975;2025-07-06;ОТДЕЛЕНИЕ;Зарплатный;Южный;75000.00;07.07.2025;20142.49;50870,75;Активна
CARD-101478;14.04.2025;ОТДЕЛЕНИЕ;Зарплатный;Сибирский;500 000;08.05.2025;248911,44;497 849;Активна
CARD-102033;22.02.2025;ОТДЕЛЕНИЕ;Зарплатный;Центральный;75 000;2025-03-02;39 417;109936.66;Активна
CARD-101336;22.05.2025;Офис банка;Премиальный;Центральный;50000.00;06.06.2025;18 882;31 945;Заблокирована
CARD-102183;2025-07-26;Мобильный банк;Классический;Центральный;50 000;2025-08-02;24671.57;47211.81;активна
CARD-100779;25.06.2025;Партнерская сеть;Классический;Приволжский;200 000;29.08.2025;0;26 812;Заблокирована
CARD-102007;15.04.2025;Мобильный банк;Премиальный;Северо-Западный;100 000;02.05.2025;48 230;152 678;Активна
CARD-102132;17.07.2025;МП;Зарплатный;Сибирский;150 000;25.07.2025;18 494;42 793;Активна
CARD-101393;04.02.2025;партнёрская сеть;Кэшбэк-максимум;Приволжский;150 000;;0,00;0;Активна
CARD-101185;2025-04-22;Партнёрская сеть;Премиальный;Южный;200 000;24.04.2025;80114.72;223 554;активна
CARD-102323;2025-06-04;партнёрская сеть;Классический;Центральный;100000,00;;;;Активна
CARD-100310;03.06.2025;Мобильное приложение;Классический;Приволжский;75000,00;27.06.2025;7302,30;14 763;Активна
CARD-101367;14.04.2025;отделение;Зарплатный;Южный;100000,00;н/д;0;0;Активна
CARD-100251;14.01.2025;сайт банка;Кэшбэк-максимум;Южный;200000,00;;0;0,00;Активна
CARD-101305;25.07.2025;Партнёрская сеть;Классический;Сибирский;75 000;10.09.2025;0;13 578;Активна
CARD-101738;07.05.2025;отделение;Кэшбэк-максимум;Сибирский;75000.00;11.05.2025;30204,25;59 499;Активна
CARD-100638;2025-03-08;партнёрская сеть;Кэшбэк-максимум;Северо-Западный;200 000;;0;;активна
CARD-100076;02.06.2025;отделение;Зарплатный;Центральный;200 000;30.06.2025;58118.72;184834,20;Заблокирована
CARD-101936;14.01.2025;отделение;Кэшбэк-максимум;Северо-Западный;200000,00;09.02.2025;72884,78;228 356;Активна
CARD-101512;08.02.2025;Офис банка;Классический;Северо-Западный;200000,00;27.02.2025;29 764;96238,33;активна
CARD-100308;17.01.2025;Мобильный банк;Классический;Приволжский;300000,00;05.02.2025;138459,62;442806,73;Активна
CARD-100142;28.04.2025;Партнёрская сеть;Зарплатный;Центральный;150 000;;0,00;;Активна
CARD-100288;10.04.2025;МП;Классический;Сибирский;50 000;05.05.2025;9317.09;19375,10;Активна
CARD-101524;21.05.2025;Мобильный банк;Классический;Северо-Западный;300000,00;2025-05-23;90209,31;218 525;активна
CARD-100430;18.03.2025;Партнерская сеть;Классический;Северо-Западный;200 000;;0;0;Активна
CARD-100979;2025-03-04;ОТДЕЛЕНИЕ;Классический;Северо-Западный;200 000;16.06.2025;0,00;39990.04;Активна
CARD-101869;2025-07-22;Мобильный банк;Классический;Южный;75 000;15.08.2025;33 391;67 106;Активна
CARD-102291;2025-07-22;отделение;Зарплатный;Южный;50 000;;;0;Активна
CARD-100653;2025-07-28;МП;Классический;Сибирский;500 000;;0;;Активна
CARD-101609;2025-05-02;Мобильное приложение;Классический;Центральный;50000,00;;;;Активна
CARD-100384;19.06.2025;Офис банка;Классический;Центральный;300000.00;2025-09-02;0;56467.87;Активна
CARD-100853;2025-06-18;Офис банка;Зарплатный;Центральный;500000,00;2025-07-01;182772,19;568333.24;активна
CARD-102243;2025-03-21;Веб-сайт;Зарплатный;Приволжский;500000.00;2025-04-07;87868.08;278962,33;Активна
CARD-100415;11.03.2025;Офис банка;Зарплатный;Северо-Западный;150000,00;26.03.2025;26279.21;42048,99;Активна
CARD-101711;03.05.2025;Партнерская сеть;Кэшбэк-максимум;Северо-Западный;150 000;н/д;;0;Закрыта
CARD-101681;04.03.2025;Партнерская сеть;Классический;Южный;500 000;2025-06-03;;64 881;активна
CARD-100128;2025-06-08;мобильное приложение;Премиальный;Приволжский;500 000;2025-06-23;43592,45;94305.08;Активна
CARD-101631;23.01.2025;Мобильный банк;Классический;Южный;300 000;27.01.2025;51096.15;150 783;активна
